"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.490485807253509,-0.712982132389014,0.532552557238523,0.352151393954948,-0.505459663865038,-0.666884985698096,-1.32876552143459,1.94227783390154,-0.439866051351007,1.24191288532508,-1.27237974712237,-0.539906314994365,0.0869814176970012,1.45305184329106,0.675840820929042,-0.19471739609347,0.0625173134815098,-0.0746175307161795,-0.871976562899248,-0.733652489918343,-0.148380664095137,0.00657665711417975,-0.856143826904613,-0.161311211261536,-0.855774518530681,-0.878271828053297,0.0787606737321825,-1.03103845060685,1.41239314550319,-0.846508808253774,-0.93764071029348,0.768016623968314,1.01251383860053,-0.131529725797439,-2.1847495900817,-1.28708196494403,-0.320311223871663,0.0799027742949408,1.19963034762609,1.6222536878401,-0.331898560703375,-1.42488316098943,2.67726437729592,-0.229528426336751,-0.674797730194175,-0.191852771229007,0.125904005382118,-1.04295387977037,-1.42734936134434,-0.130723415522824
"2",0.0855958032749078,-0.676524266171902,-3.0631757320297,0.543577546974647,-1.0292102486291,1.01529557267669,0.00318743383102025,1.27930901861663,2.18037792394554,-0.830051981244914,-0.447367385552134,-0.755975580983338,0.0176243496530708,-0.883196369091019,1.41889281946675,-0.241594044081877,0.107630519388734,-0.505875106781964,0.561768257749391,-0.479246354970842,1.02903189538486,2.05974336104574,0.844949682444386,-0.00748784566697794,0.910840771531027,1.44877849939736,0.33723523325953,0.533756263500601,-2.47133760861469,-0.238536293357255,1.65375389080257,-0.472123298453286,2.17925789643295,-3.24946193910012,1.5058346743335,-0.891559424481074,1.12234639252884,0.31464704244891,1.20897344374986,-1.74201043758733,-0.242744528276705,-1.87468796683243,0.911018640417093,-0.325935145568739,0.663754728857159,-0.0949787401518974,-0.183124501197524,0.846157615822099,0.404682183359717,-0.310504774321779
"3",-1.42362714684811,-0.251810929984122,1.16585316121352,-0.0701728322315007,0.917560072892153,0.686826796625713,-0.0113713747225057,0.556057969126624,-0.239167617933377,0.762410070837923,-0.853671875592779,0.118800528271737,0.820803907417566,0.0040723325462016,0.601405939058805,-1.04351729532619,0.704377703880564,-0.131022624088451,1.00194311291424,0.135506583535732,-1.51611026233582,0.981223363901524,1.38644722262355,0.984158053077611,0.540267310910592,0.842263278802712,-0.161012107692746,1.33267319868125,0.122306504981788,-1.24373662643569,0.598086451807842,0.291299004078867,1.84751614034624,0.46046678065317,0.678455449870963,0.965426395161621,0.993827182557545,-0.472239479830173,-1.30551467756991,0.150201052318977,0.0688890713501113,0.233926930649331,-0.871843424964881,0.384884709030327,-0.681317324759807,0.741581125829107,-0.0497462568921626,-0.256673378590159,0.097183793026745,0.134910183478367
"4",-0.215779557575892,0.915055136062331,-0.232678122222566,1.76772443381309,0.689498508492134,-1.91258112332136,-0.133580769905921,0.282343613912794,-0.480292095214389,0.465609091600282,1.25376468700553,-1.09774007486376,-0.56601531537452,-0.373043885420673,0.267165368266802,-0.683685429780231,-1.49320116128797,-1.08282409411802,-0.155856306384757,2.00026705608331,-0.454579395554696,-1.29619748576155,-0.807975586821836,0.192335260652332,-0.69557116560939,0.197568931478517,-0.125481685684211,-0.46363478797228,0.552848745832387,0.960713976397079,0.30618154332477,0.159288323693253,0.0540571759776511,-0.00969772636403531,0.484836505481673,-0.296837340463619,-0.611934699757771,-0.560783932935398,-0.490203038299629,2.1132956895008,-0.144815474172167,0.409485391729528,0.223873297749072,-1.74284430068762,-0.0186752441841173,0.237111369463696,0.00216503301888209,-0.252236906768624,0.456134428105233,0.477610044807515
"5",-2.40438178491566,-0.292186478868016,0.295570993596339,0.844885268318263,0.963595468677795,-0.0751182366286861,0.286573633289057,0.508414700444049,0.387717757674176,0.136288161050612,0.705000893487218,0.0656873071893046,1.31944524342512,-0.269337243879159,0.332162887937956,-0.787992654835603,-0.897770712055813,0.0858451652634803,1.05269101643024,-0.707331244314711,-0.528100478258473,0.535284455823691,1.16569659742217,1.12446674901733,-0.709715189519897,-1.75067447873579,-0.267940651575949,1.03141642857192,-0.355885229752476,0.0008562136590598,1.54887060525406,2.10575985261535,0.648432586550211,-0.746573782751803,-0.190836103910182,1.32934588783928,0.19261348492374,1.40331617140131,0.452736916173816,0.21113246375626,2.24862352299613,-0.53722277352687,-1.7874580941133,0.80688744675892,1.36328613415019,1.98398648671873,-0.517531003146667,0.552506788697591,0.297421744163901,1.04655124542596
"6",0.374006467585511,0.0489908385402042,0.708559749693472,1.13710690962945,-2.84922256721865,-0.928534305300347,-0.90142669645226,0.322469053610908,-1.12759420049423,1.23038525125528,-0.845744194274258,-0.111767179718815,0.865106730010406,0.22346842542241,1.76954058713567,0.0772631867435405,-0.594558006582775,-1.0686425233827,-0.00696284328146521,-1.28220440056922,0.878234314075626,0.915713129411685,-0.58386943680956,-1.2581087178457,-0.244544876664432,0.424734508324741,-0.486654228228576,-0.507084861214665,1.64635071561915,1.62087512092873,0.454567535185613,1.10172967374198,0.361258627892339,-0.392924315519966,0.245925293455943,0.253309495802896,0.363412561133072,1.55605737577769,0.0514044077618459,0.0744989905409921,-1.30832462220554,-0.370245565021149,0.929650771978092,0.111851241847769,1.01460020034324,1.70245472294389,-0.758536915428541,1.13198265508087,0.526072397784722,0.364273223428855
"7",0.128271090145228,0.38902578005989,1.46013428135094,1.40005049935474,-0.0573010689899562,-0.0351960937704655,-0.746760297015551,0.0762110590578154,-0.0866157977705409,-0.313303778157341,0.456105582400978,-0.563556507261933,-1.04438218522996,-2.47951166919409,0.242624864028976,0.49141653822581,-1.37826679896629,-1.56199831924399,1.40225779034192,-0.748309962751935,-1.51908853832477,0.917286312679688,1.00567335368384,0.045917228495629,0.197682951916875,0.357203265111601,-1.63138168158973,0.181015154984294,-0.839492263166459,-0.948329349281032,-0.937608603504939,1.39358255664935,1.1513649081048,-0.998998565982211,0.845714444585128,-0.11395831687123,-0.281458937258165,0.715211604390655,-1.15894611401995,0.396335662214987,-0.618369001347649,0.777707077712177,-0.367593230588996,-1.25296567908317,0.352067235112926,0.778907721395019,-2.04519286405966,-0.425280930583315,-0.776328717186924,-0.947504863301609
"8",-0.442313077547677,0.074091925211951,-0.0215131257890271,1.09075838494639,2.18327801578394,0.120442851378106,1.66662829323285,1.00571361853785,0.83317959097181,0.315501983410529,0.604617775339739,0.453774884643795,-0.563399600028812,-0.961320447540049,0.864834255118086,-1.61159515502784,0.271113473956791,0.58671100922659,-0.374314255948268,0.139569540872402,1.51742959186491,-0.67191499887765,-0.722183146637519,1.31152922264567,0.346502590529506,-0.0529975103339099,-0.431098337367046,0.969427169053518,1.10476172461627,-0.227986056463265,0.182064699966368,0.924946640810399,0.704901803964335,-0.401890341741319,-0.850722706644836,0.688098354621622,0.622127146227708,-0.0465949998252633,0.734572436003655,-1.24796209774549,0.614433816653096,0.188665927804504,-1.1125019300604,-2.27086184132133,0.445757408652994,-0.485153910569633,0.821391667625945,-0.515768762238347,-0.579374392561614,-0.270722530353133
"9",0.150553113754124,0.297185755014731,-0.0759751784180145,0.593626846442344,-1.50738856531856,-0.946448746305873,0.688873620926772,1.5055874596969,0.789468977071486,-0.741899661974051,-0.619944636760542,0.616121137948179,0.601317201934689,-0.402033822804878,1.85416573564633,0.88996305419256,-1.13431026688542,-1.32739981401876,-0.517539049366248,0.431458199627383,-0.248133443354544,-1.49735453739712,1.37067133732004,-0.217908824402789,-0.10548578659618,0.0628362663342372,-0.150018550615315,0.583388023723666,-0.841108242886947,-0.158191598296679,0.658062813666424,1.44311427789844,0.970497079845277,0.759900811039764,-1.42921652389949,-1.79528219392887,0.693772548361648,-0.00705298519389994,-2.33384230039133,0.576937483318195,0.275423794701159,-0.65694722310441,-0.115769775116456,0.493190764093117,-1.29081865662821,0.429575250976537,-0.124094558104463,-0.956983209506454,-0.176419297160733,0.348882958382183
"10",0.470530137858656,-0.941850782700948,1.95296859593574,-0.466810301338862,-0.769265102270348,-0.00107598725173605,-0.841003662736613,1.96670093846634,-0.936891585918117,-1.46972860885171,-1.16827545683252,-0.772719495757532,-0.670543426967636,0.186462414623033,0.0961255029297823,-1.02077091961044,-1.78372556575733,0.348031348090254,0.00925284716026764,0.446866040478077,-0.927305258604416,-0.639344053001041,-0.739922465831996,-1.47563451180765,-0.454683088721352,-1.00528918421152,1.16110527758737,-1.56140351475069,-0.169975566174753,-1.18339385896761,0.739526682627279,-0.59949612624521,-0.667898702822488,-0.603078979017116,0.620417895511331,-0.630762285108662,-0.0978469563250946,1.90212901382458,0.432570905342777,-0.816065032806136,0.818550943666282,-1.60329777414501,-1.22814541143689,-0.663565157029572,0.47885767274464,-1.53081927693744,1.4150762807138,0.884137345636699,-0.193796960851892,-1.73253447120301
